Item,Gender,Measure,Mu,Sigma,Probability
plays tennis,female,log_ntimes,4.3823039857670665,1.1801154911518097,0.003799999999999998
plays tennis,female,log_ntimes,4.3823039857670665,1.3174627511762083,0.0008
plays tennis,female,log_ntimes,4.46434352779761,1.3174627511762083,0.0009999999999999996
plays tennis,female,log_ntimes,4.46434352779761,0.9456482948735356,0.0035999999999999986
plays tennis,female,log_ntimes,4.46434352779761,1.6516617522574961,0.0014000000000000006
plays tennis,female,log_ntimes,3.7238291674293578,1.6516617522574961,0.0011999999999999988
plays tennis,female,log_ntimes,4.6338912518695,1.6516617522574961,0.0025999999999999986
plays tennis,female,log_ntimes,3.864022297784686,1.6516617522574961,0.002999999999999998
plays tennis,female,log_ntimes,3.864022297784686,1.7503990442492068,0.0021999999999999997
plays tennis,female,log_ntimes,3.864022297784686,1.4864158304408193,0.0004
plays tennis,female,log_ntimes,3.864022297784686,1.2668862799182534,0.007400000000000002
plays tennis,female,log_ntimes,4.220221433788538,1.2668862799182534,0.006599999999999997
plays tennis,female,log_ntimes,4.274837463162839,1.2668862799182534,0.007999999999999997
plays tennis,female,log_ntimes,4.437329075299203,1.2668862799182534,0.00019999999999999985
plays tennis,female,log_ntimes,4.102432366926223,1.2668862799182534,0.008200000000000002
plays tennis,female,log_ntimes,4.102432366926223,1.0434215422719717,0.0032
plays tennis,female,log_ntimes,4.233087741304189,1.0434215422719717,0.0032
plays tennis,female,log_ntimes,3.9052286045625806,1.0434215422719717,0.0024
plays tennis,female,log_ntimes,4.152412344701588,1.0434215422719717,0.00019999999999999985
plays tennis,female,log_ntimes,4.175044193398207,1.0434215422719717,0.005199999999999997
plays tennis,female,log_ntimes,4.175044193398207,1.3584632775746286,0.0035999999999999986
plays tennis,female,log_ntimes,4.33446409413591,1.3584632775746286,0.0056000000000000025
plays tennis,female,log_ntimes,4.28651908878237,1.3584632775746286,0.005999999999999996
plays tennis,female,log_ntimes,3.8764359266497195,1.3584632775746286,0.00019999999999999985
plays tennis,female,log_ntimes,3.8604807411320508,1.3584632775746286,0.0020000000000000013
plays tennis,female,log_ntimes,4.242294980213046,1.3584632775746286,0.0008
plays tennis,female,log_ntimes,4.321239669807255,1.3584632775746286,0.0021999999999999997
plays tennis,female,log_ntimes,4.388956553302705,1.3584632775746286,0.004600000000000001
plays tennis,female,log_ntimes,4.388956553302705,1.3363111950457096,0.0024
plays tennis,female,log_ntimes,4.388956553302705,1.0680748336017132,0.0028000000000000013
plays tennis,female,log_ntimes,4.432233322877437,1.0680748336017132,0.003799999999999998
plays tennis,female,log_ntimes,4.432233322877437,1.2238291976973414,0.002999999999999998
plays tennis,female,log_ntimes,4.300782456994057,1.2238291976973414,0.0011999999999999988
plays tennis,female,log_ntimes,3.946260530501604,1.2238291976973414,0.002999999999999998
plays tennis,female,log_ntimes,4.195961942896247,1.2238291976973414,0.006799999999999999
plays tennis,female,log_ntimes,4.195961942896247,1.1305904597975314,0.005400000000000001
plays tennis,female,log_ntimes,4.195961942896247,0.9833226539194584,0.0009999999999999996
plays tennis,female,log_ntimes,4.322609659284353,0.9833226539194584,0.0106
plays tennis,female,log_ntimes,4.322609659284353,1.1200814926996827,0.004600000000000001
plays tennis,female,log_ntimes,4.056159411557019,1.1200814926996827,0.007599999999999996
plays tennis,female,log_ntimes,3.9978461200371385,1.1200814926996827,0.0024
plays tennis,female,log_ntimes,4.153779370244592,1.1200814926996827,0.0009999999999999996
plays tennis,female,log_ntimes,4.153779370244592,1.0251398757100105,0.015
plays tennis,female,log_ntimes,4.153779370244592,1.1406035348773003,0.0014000000000000006
plays tennis,female,log_ntimes,4.153779370244592,1.0531344381161034,0.0032
plays tennis,female,log_ntimes,4.413805191870779,1.0531344381161034,0.0025999999999999986
plays tennis,female,log_ntimes,4.414427485316992,1.0531344381161034,0.0020000000000000013
plays tennis,female,log_ntimes,4.414427485316992,1.2799370172433555,0.0011999999999999988
plays tennis,female,log_ntimes,4.414427485316992,1.1400168505497277,0.0178
plays tennis,female,log_ntimes,4.750450362917036,1.1400168505497277,0.0004
plays tennis,female,log_ntimes,3.9604513393715024,1.1400168505497277,0.008599999999999997
plays tennis,female,log_ntimes,4.352526923175901,1.1400168505497277,0.009000000000000001
plays tennis,female,log_ntimes,4.352526923175901,1.131743504665792,0.006799999999999999
plays tennis,female,log_ntimes,4.352526923175901,1.1581046343781054,0.0033999999999999994
plays tennis,female,log_ntimes,4.505365223158151,1.1581046343781054,0.0014000000000000006
plays tennis,female,log_ntimes,4.628484125714749,1.1581046343781054,0.0009999999999999996
plays tennis,female,log_ntimes,4.363678910303861,1.1581046343781054,0.003799999999999998
plays tennis,female,log_ntimes,4.13682630751282,1.1581046343781054,0.015400000000000002
plays tennis,female,log_ntimes,4.13682630751282,0.9807330975309014,0.0005999999999999994
plays tennis,female,log_ntimes,4.111725150141865,0.9807330975309014,0.00019999999999999985
plays tennis,female,log_ntimes,4.268728869501501,0.9807330975309014,0.0035999999999999986
plays tennis,female,log_ntimes,4.411046695895493,0.9807330975309014,0.0035999999999999986
plays tennis,female,log_ntimes,4.411046695895493,1.6150155011564493,0.0011999999999999988
plays tennis,female,log_ntimes,4.411046695895493,1.0210083238780499,0.0033999999999999994
plays tennis,female,log_ntimes,4.411046695895493,1.0238457005470991,0.0011999999999999988
plays tennis,female,log_ntimes,4.382562870159745,1.0238457005470991,0.0048
plays tennis,female,log_ntimes,4.382562870159745,1.484276344999671,0.0011999999999999988
plays tennis,female,log_ntimes,4.382562870159745,1.4710442256182432,0.00019999999999999985
plays tennis,female,log_ntimes,4.382562870159745,1.145443245768547,0.007400000000000002
plays tennis,female,log_ntimes,4.506471666973084,1.145443245768547,0.0024
plays tennis,female,log_ntimes,4.506471666973084,1.2886188295669854,0.0032
plays tennis,female,log_ntimes,4.506471666973084,1.1782157607376575,0.0011999999999999988
plays tennis,female,log_ntimes,4.506471666973084,1.4161625388078392,0.0048
plays tennis,female,log_ntimes,4.569213062059134,1.4161625388078392,0.0005999999999999994
plays tennis,female,log_ntimes,4.270225781947374,1.4161625388078392,0.0016
plays tennis,female,log_ntimes,4.172957998234779,1.4161625388078392,0.00019999999999999985
plays tennis,female,log_ntimes,4.172957998234779,1.0874052881263196,0.015600000000000004
plays tennis,female,log_ntimes,4.008072877768427,1.0874052881263196,0.0005999999999999994
plays tennis,female,log_ntimes,4.15018433239311,1.0874052881263196,0.005999999999999996
plays tennis,female,log_ntimes,4.068438948597759,1.0874052881263196,0.00019999999999999985
plays tennis,female,log_ntimes,4.205052452161908,1.0874052881263196,0.008200000000000002
plays tennis,female,log_ntimes,4.205052452161908,1.0950010037049651,0.0009999999999999996
plays tennis,female,log_ntimes,4.123902064748108,1.0950010037049651,0.0024
plays tennis,female,log_ntimes,4.267756189219654,1.0950010037049651,0.007400000000000002
plays tennis,female,log_ntimes,4.267756189219654,1.2757268315181136,0.0014000000000000006
plays tennis,female,log_ntimes,4.487010932061821,1.2757268315181136,0.0016
plays tennis,female,log_ntimes,4.292800643015653,1.2757268315181136,0.0017999999999999993
plays tennis,female,log_ntimes,4.292800643015653,1.4110363484360278,0.0024
plays tennis,female,log_ntimes,4.697264053393155,1.4110363484360278,0.0016
plays tennis,female,log_ntimes,4.697264053393155,1.4777555549517274,0.0024
plays tennis,female,log_ntimes,4.697264053393155,1.351709256414324,0.0004
plays tennis,female,log_ntimes,3.6680752341635525,1.351709256414324,0.0005999999999999994
plays tennis,female,log_ntimes,4.101963937282562,1.351709256414324,0.0016
plays tennis,female,log_ntimes,4.028940824791789,1.351709256414324,0.009000000000000001
plays tennis,female,log_ntimes,3.842663823161274,1.351709256414324,0.0011999999999999988
plays tennis,female,log_ntimes,4.143095617182553,1.351709256414324,0.017399999999999992
plays tennis,female,log_ntimes,4.143095617182553,1.0928369779139757,0.00019999999999999985
plays tennis,female,log_ntimes,3.9807142689824104,1.0928369779139757,0.010000000000000002
plays tennis,female,log_ntimes,3.9807142689824104,1.233256421983242,0.0005999999999999994
plays tennis,female,log_ntimes,4.307389624882489,1.233256421983242,0.0011999999999999988
plays tennis,female,log_ntimes,4.307389624882489,1.269668573513627,0.007199999999999997
plays tennis,female,log_ntimes,4.109479766339064,1.269668573513627,0.0016
plays tennis,female,log_ntimes,4.109479766339064,1.1079469555988908,0.005999999999999996
plays tennis,female,log_ntimes,4.109479766339064,1.106798357795924,0.004199999999999997
plays tennis,female,log_ntimes,4.348666213918477,1.106798357795924,0.011000000000000003
plays tennis,female,log_ntimes,4.231338240206242,1.106798357795924,0.0032
plays tennis,female,log_ntimes,4.4340187893249094,1.106798357795924,0.0008
plays tennis,female,log_ntimes,4.234319142997265,1.106798357795924,0.0020000000000000013
plays tennis,female,log_ntimes,4.112767013721168,1.106798357795924,0.0122
plays tennis,female,log_ntimes,4.112767013721168,1.1864203144796193,0.0005999999999999994
plays tennis,female,log_ntimes,4.320968287065625,1.1864203144796193,0.005199999999999997
plays tennis,female,log_ntimes,4.320968287065625,1.384357805363834,0.0025999999999999986
plays tennis,female,log_ntimes,4.320968287065625,1.1789971613325179,0.0005999999999999994
plays tennis,female,log_ntimes,4.039673870429397,1.1789971613325179,0.003799999999999998
plays tennis,female,log_ntimes,4.114321195520461,1.1789971613325179,0.0009999999999999996
plays tennis,female,log_ntimes,3.924191470723599,1.1789971613325179,0.0004
plays tennis,female,log_ntimes,3.924191470723599,1.2224686914123595,0.007800000000000002
plays tennis,female,log_ntimes,3.924191470723599,1.1946696601808071,0.004399999999999999
plays tennis,female,log_ntimes,3.924191470723599,1.2988796993158758,0.0033999999999999994
plays tennis,female,log_ntimes,4.259668777231127,1.2988796993158758,0.007999999999999997
plays tennis,female,log_ntimes,4.259668777231127,1.079375077970326,0.007599999999999996
plays tennis,female,log_ntimes,4.192303833551705,1.079375077970326,0.0011999999999999988
plays tennis,female,log_ntimes,4.1635751305148005,1.079375077970326,0.0014000000000000006
plays tennis,female,log_ntimes,4.2407966568134725,1.079375077970326,0.0009999999999999996
plays tennis,female,log_ntimes,4.2407966568134725,1.0850869165733457,0.0021999999999999997
plays tennis,female,log_ntimes,3.997881344985217,1.0850869165733457,0.0008
plays tennis,female,log_ntimes,4.009354643058032,1.0850869165733457,0.0122
plays tennis,female,log_ntimes,4.009354643058032,1.0848453058861196,0.0020000000000000013
plays tennis,female,log_ntimes,4.009354643058032,1.1232231464236975,0.0025999999999999986
plays tennis,female,log_ntimes,4.463718461338431,1.1232231464236975,0.002999999999999998
plays tennis,female,log_ntimes,4.31584598030895,1.1232231464236975,0.0035999999999999986
plays tennis,female,log_ntimes,4.31584598030895,1.1694094142876565,0.011800000000000008
plays tennis,female,log_ntimes,4.041880720760673,1.1694094142876565,0.004600000000000001
plays tennis,female,log_ntimes,4.6156425308436155,1.1694094142876565,0.0016
plays tennis,female,log_ntimes,3.7602242291904986,1.1694094142876565,0.0005999999999999994
plays tennis,female,log_ntimes,4.132265890948474,1.1694094142876565,0.0021999999999999997
plays tennis,female,log_ntimes,4.1006201365962625,1.1694094142876565,0.0017999999999999993
plays tennis,female,log_ntimes,4.145542103797197,1.1694094142876565,0.0106
plays tennis,female,log_ntimes,4.118418195284903,1.1694094142876565,0.004600000000000001
plays tennis,female,log_ntimes,4.118418195284903,1.3722898252308369,0.002999999999999998
plays tennis,female,log_ntimes,4.118418195284903,1.0680707916617393,0.020000000000000004
plays tennis,female,log_ntimes,4.37146907672286,1.0680707916617393,0.0011999999999999988
plays tennis,female,log_ntimes,4.37146907672286,1.0913677513599396,0.0014000000000000006
plays tennis,female,log_ntimes,4.37146907672286,1.2603053450584412,0.005000000000000001
plays tennis,female,log_ntimes,3.9258498162962496,1.2603053450584412,0.0017999999999999993
plays tennis,female,log_ntimes,4.150013036560267,1.2603053450584412,0.005999999999999996
plays tennis,female,log_ntimes,4.307815951760858,1.2603053450584412,0.004600000000000001
plays tennis,female,log_ntimes,4.307815951760858,1.1269303574226797,0.0004
plays tennis,female,log_ntimes,4.307815951760858,1.301246308721602,0.0114
plays tennis,female,log_ntimes,4.307815951760858,1.3022627215832472,0.005999999999999996
plays tennis,female,log_ntimes,4.307815951760858,1.1686307843774557,0.0033999999999999994
plays tennis,female,log_ntimes,4.307815951760858,1.2026980379596353,0.007599999999999996
