"workerid","category","item","val","gender","metric"
7,"food","does cocaine",1.94591014905531,"male","logWait"
7,"employment","writes poems",2.70805020110221,"male","logWait"
7,"employment","volunteers for soup kitchens",0.847297860387204,"male","logWait"
7,"entertainment","goes to the movies",2.70805020110221,"male","logWait"
7,"clothing","wears socks",0.559615787935423,"male","logWait"
7,"food","drinks coffee",0.336472236621213,"male","logWait"
7,"hobby","runs",2.70805020110221,"male","logWait"
7,"hobby","plays tennis",1.25276296849537,"male","logWait"
7,"clothing","wears a watch",0,"male","logWait"
7,"hobby","climbs mountains",5.89989735358249,"male","logWait"
7,"food","drinks beer",0.559615787935423,"male","logWait"
7,"employment","steals cars",5.89989735358249,"male","logWait"
7,"employment","volunteers for political campaigns",7.50933526601659,"male","logWait"
7,"clothing","wears a bra",7.50933526601659,"male","logWait"
8,"entertainment","watches space launches",6.81618808545665,"male","logWait"
8,"hobby","hikes",4.29045944114839,"male","logWait"
8,"clothing","wears slacks",0.336472236621213,"male","logWait"
8,"clothing","wears a bra",7.50933526601659,"male","logWait"
8,"entertainment","watches professional football",1.94591014905531,"male","logWait"
8,"hobby","plays the banjo",4.80128506491438,"male","logWait"
8,"entertainment","listens to live music",7.50933526601659,"male","logWait"
8,"clothing","wears socks",0.154150679827258,"male","logWait"
8,"employment","steals cars",7.50933526601659,"male","logWait"
8,"entertainment","listens to Pandora",1.25276296849537,"male","logWait"
8,"hobby","plays tennis",3.95398720452718,"male","logWait"
8,"employment","volunteers for soup kitchens",7.50933526601659,"male","logWait"
8,"food","drinks beer",1.25276296849537,"male","logWait"
8,"employment","sells companies",7.50933526601659,"male","logWait"
8,"food","smokes cigarettes",7.50933526601659,"male","logWait"
8,"hobby","climbs mountains",7.50933526601659,"male","logWait"
8,"employment","writes novels",6.1230409048967,"male","logWait"
8,"employment","steals chewing gum",7.50933526601659,"male","logWait"
8,"food","eats peanut butter",2.70805020110221,"male","logWait"
8,"food","drinks coffee",0.154150679827258,"male","logWait"
8,"employment","sells things on eBay",5.20675017302255,"male","logWait"
8,"food","eats caviar",7.50933526601659,"male","logWait"
8,"employment","volunteers for political campaigns",7.50933526601659,"male","logWait"
8,"employment","writes poems",5.20675017302255,"male","logWait"
8,"food","does cocaine",7.50933526601659,"male","logWait"
8,"entertainment","goes to the movies",5.20675017302255,"male","logWait"
8,"entertainment","goes to the ballet",7.50933526601659,"male","logWait"
8,"clothing","wears a watch",0.154150679827258,"male","logWait"
8,"clothing","wears a suit",7.50933526601659,"male","logWait"
8,"food","smokes marijuana",1.25276296849537,"male","logWait"
8,"hobby","runs",0.559615787935423,"male","logWait"
9,"food","smokes cigarettes",0.601579987034455,"male","logWait"
9,"employment","sells things on eBay",3.41499070379449,"male","logWait"
9,"hobby","runs",2.80885490022418,"male","logWait"
9,"food","drinks coffee",1.98787434815435,"male","logWait"
9,"hobby","hikes",5.20675017302255,"male","logWait"
9,"hobby","plays tennis",5.89989735358249,"male","logWait"
9,"entertainment","listens to Pandora",1.98787434815435,"male","logWait"
9,"employment","writes novels",7.50933526601659,"male","logWait"
9,"entertainment","watches professional football",3.41499070379449,"male","logWait"
9,"employment","writes poems",7.50933526601659,"male","logWait"
9,"employment","sells companies",7.50933526601659,"male","logWait"
9,"clothing","wears socks",0.19611487892629,"male","logWait"
9,"hobby","climbs mountains",7.50933526601659,"male","logWait"
9,"employment","volunteers for political campaigns",7.50933526601659,"male","logWait"
9,"food","eats caviar",7.50933526601659,"male","logWait"
9,"employment","volunteers for soup kitchens",5.89989735358249,"male","logWait"
9,"hobby","plays the banjo",7.50933526601659,"male","logWait"
9,"entertainment","goes to the movies",5.20675017302255,"male","logWait"
9,"employment","steals chewing gum",7.50933526601659,"male","logWait"
9,"clothing","wears slacks",5.20675017302255,"male","logWait"
9,"entertainment","watches space launches",7.50933526601659,"male","logWait"
9,"clothing","wears a bra",7.50933526601659,"male","logWait"
9,"food","drinks beer",2.9041650800285,"male","logWait"
9,"food","eats peanut butter",4.29045944114839,"male","logWait"
9,"entertainment","goes to the ballet",7.50933526601659,"male","logWait"
9,"food","smokes marijuana",4.5136029924626,"male","logWait"
9,"food","does cocaine",7.50933526601659,"male","logWait"
9,"employment","steals cars",7.50933526601659,"male","logWait"
9,"entertainment","listens to live music",5.89989735358249,"male","logWait"
9,"clothing","wears a suit",5.20675017302255,"male","logWait"
9,"clothing","wears a watch",3.59731226058845,"male","logWait"
10,"hobby","runs",7.50933526601659,"male","logWait"
10,"hobby","climbs mountains",5.20675017302255,"male","logWait"
10,"food","eats peanut butter",2.70805020110221,"male","logWait"
10,"food","drinks coffee",0,"male","logWait"
10,"food","smokes marijuana",3.40119738166216,"male","logWait"
10,"clothing","wears slacks",0.336472236621213,"male","logWait"
10,"entertainment","goes to the movies",4.29045944114839,"male","logWait"
10,"hobby","hikes",3.59731226058845,"male","logWait"
10,"entertainment","watches professional football",1.94591014905531,"male","logWait"
10,"food","does cocaine",7.50933526601659,"male","logWait"
10,"clothing","wears a suit",4.10813788435444,"male","logWait"
10,"employment","sells companies",7.50933526601659,"male","logWait"
10,"employment","sells things on eBay",3.41499070379449,"male","logWait"
10,"employment","steals chewing gum",5.89989735358249,"male","logWait"
10,"clothing","wears socks",0.601579987034455,"male","logWait"
10,"entertainment","goes to the ballet",5.89989735358249,"male","logWait"
10,"employment","steals cars",4.80128506491438,"male","logWait"
10,"hobby","plays tennis",3.41499070379449,"male","logWait"
10,"clothing","wears a bra",7.50933526601659,"male","logWait"
10,"food","drinks beer",2.01490302054226,"male","logWait"
10,"food","smokes cigarettes",-0.356674943938732,"male","logWait"
10,"employment","volunteers for soup kitchens",4.80128506491438,"male","logWait"
10,"entertainment","listens to Pandora",2.72184352323455,"male","logWait"
10,"employment","volunteers for political campaigns",5.89989735358249,"male","logWait"
10,"clothing","wears a watch",0.601579987034455,"male","logWait"
10,"entertainment","listens to live music",5.20675017302255,"male","logWait"
10,"hobby","plays the banjo",3.59731226058845,"male","logWait"
10,"entertainment","watches space launches",5.89989735358249,"male","logWait"
10,"employment","writes novels",5.89989735358249,"male","logWait"
10,"food","eats caviar",5.89989735358249,"male","logWait"
10,"employment","writes poems",5.89989735358249,"male","logWait"
11,"hobby","plays the banjo",2.72184352323455,"male","logWait"
11,"entertainment","listens to Pandora",0.19611487892629,"male","logWait"
11,"entertainment","goes to the ballet",5.89989735358249,"male","logWait"
11,"entertainment","watches professional football",2.72184352323455,"male","logWait"
11,"clothing","wears socks",0.0419641990990322,"male","logWait"
11,"food","eats peanut butter",2.49869997192034,"male","logWait"
11,"employment","volunteers for political campaigns",5.20675017302255,"male","logWait"
11,"clothing","wears a watch",0.0137933221323358,"male","logWait"
11,"clothing","wears slacks",0.19611487892629,"male","logWait"
11,"entertainment","listens to live music",3.59731226058845,"male","logWait"
11,"hobby","climbs mountains",5.89989735358249,"male","logWait"
11,"employment","volunteers for soup kitchens",5.89989735358249,"male","logWait"
11,"employment","steals chewing gum",7.50933526601659,"male","logWait"
11,"food","drinks coffee",0,"male","logWait"
11,"employment","steals cars",7.50933526601659,"male","logWait"
11,"food","does cocaine",3.41499070379449,"male","logWait"
11,"clothing","wears a bra",7.50933526601659,"male","logWait"
11,"employment","sells companies",5.20675017302255,"male","logWait"
11,"food","smokes marijuana",0.19611487892629,"male","logWait"
11,"employment","sells things on eBay",2.31637841512638,"male","logWait"
11,"clothing","wears a suit",0.19611487892629,"male","logWait"
11,"entertainment","watches space launches",5.89989735358249,"male","logWait"
11,"food","eats caviar",5.89989735358249,"male","logWait"
11,"employment","writes novels",7.50933526601659,"male","logWait"
11,"entertainment","goes to the movies",4.10813788435444,"male","logWait"
11,"employment","writes poems",5.20675017302255,"male","logWait"
11,"food","smokes cigarettes",-0.497032301633655,"male","logWait"
11,"hobby","hikes",3.41499070379449,"male","logWait"
11,"food","drinks beer",2.72184352323455,"male","logWait"
11,"hobby","runs",3.59731226058845,"male","logWait"
11,"hobby","plays tennis",4.29045944114839,"male","logWait"
12,"employment","sells things on eBay",4.80128506491438,"male","logWait"
12,"employment","volunteers for soup kitchens",5.20675017302255,"male","logWait"
12,"food","smokes marijuana",1.25276296849537,"male","logWait"
12,"entertainment","goes to the ballet",5.89989735358249,"male","logWait"
12,"employment","steals chewing gum",5.89989735358249,"male","logWait"
12,"food","drinks beer",-0.133531392624523,"male","logWait"
12,"food","eats caviar",5.20675017302255,"male","logWait"
12,"food","drinks coffee",0.336472236621213,"male","logWait"
12,"hobby","hikes",5.20675017302255,"male","logWait"
12,"entertainment","listens to Pandora",0.601579987034455,"male","logWait"
12,"entertainment","goes to the movies",2.30258509299405,"male","logWait"
12,"clothing","wears slacks",0.19611487892629,"male","logWait"
12,"clothing","wears a suit",3.59731226058845,"male","logWait"
12,"entertainment","watches space launches",5.89989735358249,"male","logWait"
12,"entertainment","watches professional football",1.98787434815435,"male","logWait"
12,"employment","sells companies",3.50200208078412,"male","logWait"
12,"food","does cocaine",3.59731226058845,"male","logWait"
12,"clothing","wears a watch",0.19611487892629,"male","logWait"
12,"hobby","climbs mountains",5.20675017302255,"male","logWait"
12,"hobby","plays tennis",4.29045944114839,"male","logWait"
12,"employment","writes novels",5.20675017302255,"male","logWait"
12,"food","eats peanut butter",3.59731226058845,"male","logWait"
12,"employment","volunteers for political campaigns",5.20675017302255,"male","logWait"
12,"hobby","plays the banjo",0.336472236621213,"male","logWait"
12,"food","smokes cigarettes",0,"male","logWait"
12,"clothing","wears socks",0.336472236621213,"male","logWait"
12,"entertainment","listens to live music",2.70805020110221,"male","logWait"
12,"employment","steals cars",3.59731226058845,"male","logWait"
12,"clothing","wears a bra",5.20675017302255,"male","logWait"
12,"hobby","runs",0.336472236621213,"male","logWait"
12,"employment","writes poems",0.847297860387204,"male","logWait"
13,"employment","sells things on eBay",4.5136029924626,"male","logWait"
13,"entertainment","watches professional football",2.9041650800285,"male","logWait"
13,"clothing","wears a watch",0.847297860387204,"male","logWait"
13,"employment","volunteers for soup kitchens",5.89989735358249,"male","logWait"
13,"food","drinks coffee",0.336472236621213,"male","logWait"
13,"clothing","wears a bra",5.20675017302255,"male","logWait"
13,"employment","writes novels",5.89989735358249,"male","logWait"
13,"food","eats caviar",4.10813788435444,"male","logWait"
13,"entertainment","listens to live music",4.80128506491438,"male","logWait"
13,"food","smokes cigarettes",-2.88240358824699,"male","logWait"
13,"food","drinks beer",0.847297860387204,"male","logWait"
13,"employment","steals cars",5.89989735358249,"male","logWait"
13,"entertainment","goes to the ballet",5.89989735358249,"male","logWait"
13,"employment","writes poems",5.89989735358249,"male","logWait"
13,"food","eats peanut butter",2.49869997192034,"male","logWait"
13,"clothing","wears socks",0.0709517359722844,"male","logWait"
13,"employment","volunteers for political campaigns",5.89989735358249,"male","logWait"
13,"clothing","wears slacks",0.601579987034455,"male","logWait"
13,"hobby","hikes",3.59731226058845,"male","logWait"
13,"food","does cocaine",2.49869997192034,"male","logWait"
13,"entertainment","watches space launches",5.20675017302255,"male","logWait"
13,"hobby","climbs mountains",5.89989735358249,"male","logWait"
13,"entertainment","goes to the movies",4.29045944114839,"male","logWait"
13,"employment","steals chewing gum",5.89989735358249,"male","logWait"
13,"hobby","plays tennis",2.9041650800285,"male","logWait"
13,"clothing","wears a suit",1.2947271675944,"male","logWait"
13,"food","smokes marijuana",1.98787434815435,"male","logWait"
13,"hobby","plays the banjo",0.889262059486236,"male","logWait"
13,"entertainment","listens to Pandora",0.601579987034455,"male","logWait"
13,"employment","sells companies",5.89989735358249,"male","logWait"
13,"hobby","runs",1.07158361628019,"male","logWait"
14,"food","eats caviar",4.80128506491438,"male","logWait"
14,"hobby","runs",2.21101789946856,"male","logWait"
14,"entertainment","goes to the ballet",5.89989735358249,"male","logWait"
14,"hobby","plays tennis",4.29045944114839,"male","logWait"
14,"employment","steals cars",4.29045944114839,"male","logWait"
14,"employment","writes poems",4.29045944114839,"male","logWait"
14,"food","does cocaine",1.80555279136039,"male","logWait"
14,"entertainment","watches space launches",5.89989735358249,"male","logWait"
14,"hobby","hikes",4.29045944114839,"male","logWait"
14,"employment","sells things on eBay",3.82045581190266,"male","logWait"
14,"hobby","climbs mountains",3.59731226058845,"male","logWait"
14,"clothing","wears a suit",3.59731226058845,"male","logWait"
14,"employment","steals chewing gum",5.89989735358249,"male","logWait"
14,"food","smokes marijuana",3.59731226058845,"male","logWait"
14,"clothing","wears slacks",3.19184715248028,"male","logWait"
14,"entertainment","listens to live music",3.59731226058845,"male","logWait"
14,"food","drinks beer",2.9041650800285,"male","logWait"
14,"food","drinks coffee",2.72184352323455,"male","logWait"
14,"clothing","wears socks",0.19611487892629,"male","logWait"
14,"employment","sells companies",5.20675017302255,"male","logWait"
14,"entertainment","listens to Pandora",2.68102152871429,"male","logWait"
14,"food","eats peanut butter",3.59731226058845,"male","logWait"
14,"clothing","wears a watch",3.59731226058845,"male","logWait"
14,"food","smokes cigarettes",2.9041650800285,"male","logWait"
14,"employment","volunteers for political campaigns",4.29045944114839,"male","logWait"
14,"entertainment","goes to the movies",4.10813788435444,"male","logWait"
14,"clothing","wears a bra",3.59731226058845,"male","logWait"
14,"hobby","plays the banjo",1.80555279136039,"male","logWait"
14,"entertainment","watches professional football",4.29045944114839,"male","logWait"
14,"employment","writes novels",4.29045944114839,"male","logWait"
14,"employment","volunteers for soup kitchens",4.29045944114839,"male","logWait"
15,"employment","writes novels",5.89989735358249,"male","logWait"
15,"employment","sells things on eBay",3.82045581190266,"male","logWait"
15,"hobby","runs",0.19611487892629,"male","logWait"
15,"entertainment","listens to live music",5.20675017302255,"male","logWait"
15,"clothing","wears a suit",1.98787434815435,"male","logWait"
15,"employment","writes poems",5.89989735358249,"male","logWait"
15,"employment","steals chewing gum",4.5136029924626,"male","logWait"
15,"hobby","plays tennis",3.70267277624627,"male","logWait"
15,"clothing","wears a watch",1.2947271675944,"male","logWait"
15,"food","smokes marijuana",-0.209350229181874,"male","logWait"
15,"hobby","climbs mountains",5.89989735358249,"male","logWait"
15,"food","smokes cigarettes",2.09323486381217,"male","logWait"
15,"entertainment","listens to Pandora",5.20675017302255,"male","logWait"
15,"entertainment","goes to the movies",4.5136029924626,"male","logWait"
15,"employment","volunteers for soup kitchens",5.89989735358249,"male","logWait"
