"category","item","key","val","logval","gender"
"food","drinks beer","Ntimes_f",300,5.7037824746562,"female"
"entertainment","watches professional football","Ntimes_f",15,2.70805020110221,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"entertainment","listens to live music","Ntimes_f",5,1.6094379124341,"female"
"hobby","hikes","Ntimes_f",40,3.68887945411394,"female"
"employment","sells things on eBay","Ntimes_f",60,4.0943445622221,"female"
"food","smokes cigarettes","Ntimes_f",13000,9.47270463644367,"female"
"food","drinks coffee","Ntimes_f",3120,8.04558828080353,"female"
"clothing","wears slacks","Ntimes_f",150,5.01063529409626,"female"
"entertainment","listens to Pandora","Ntimes_f",375,5.92692602597041,"female"
"employment","writes novels","Ntimes_f",10,2.30258509299405,"female"
"hobby","runs","Ntimes_f",375,5.92692602597041,"female"
"clothing","wears a watch","Ntimes_f",750,6.62007320653036,"female"
"employment","volunteers for soup kitchens","Ntimes_f",60,4.0943445622221,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"hobby","plays the banjo","Ntimes_f",150,5.01063529409626,"female"
"entertainment","listens to Pandora","Ntimes_f",180,5.19295685089021,"female"
"entertainment","goes to the movies","Ntimes_f",10,2.30258509299405,"female"
"entertainment","listens to live music","Ntimes_f",2,0.693147180559945,"female"
"hobby","runs","Ntimes_f",10,2.30258509299405,"female"
"food","drinks beer","Ntimes_f",20,2.99573227355399,"female"
"food","does cocaine","Ntimes_f",1,0,"female"
"clothing","wears a suit","Ntimes_f",3,1.09861228866811,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"food","eats peanut butter","Ntimes_f",520,6.25382881157547,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",5,1.6094379124341,"female"
"employment","sells things on eBay","Ntimes_f",40,3.68887945411394,"female"
"employment","writes novels","Ntimes_f",1,0,"female"
"clothing","wears a watch","Ntimes_f",120,4.78749174278205,"female"
"entertainment","watches professional football","Ntimes_f",15,2.70805020110221,"female"
"employment","writes poems","Ntimes_f",10,2.30258509299405,"female"
"food","smokes marijuana","Ntimes_f",5,1.6094379124341,"female"
"food","smokes cigarettes","Ntimes_f",5200,8.55641390456952,"female"
"hobby","plays tennis","Ntimes_f",15,2.70805020110221,"female"
"hobby","hikes","Ntimes_f",60,4.0943445622221,"female"
"clothing","wears a bra","Ntimes_f",1560,7.35244110024358,"female"
"food","drinks coffee","Ntimes_f",1560,7.35244110024358,"female"
"employment","volunteers for soup kitchens","Ntimes_f",15,2.70805020110221,"female"
"entertainment","watches space launches","Ntimes_f",1,0,"female"
"clothing","wears slacks","Ntimes_f",520,6.25382881157547,"female"
"clothing","wears socks","Ntimes_f",1300,7.17011954344963,"female"
"employment","sells companies","Ntimes_f",1,0,"female"
"entertainment","goes to the ballet","Ntimes_f",2,0.693147180559945,"female"
"hobby","plays the banjo","Ntimes_f",260,5.56068163101553,"female"
"employment","steals cars","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays the banjo","Ntimes_f",25,3.2188758248682,"female"
"clothing","wears a suit","Ntimes_f",720,6.5792512120101,"female"
"hobby","plays tennis","Ntimes_f",520,6.25382881157547,"female"
"hobby","climbs mountains","Ntimes_f",180,5.19295685089021,"female"
"employment","volunteers for soup kitchens","Ntimes_f",20,2.99573227355399,"female"
"employment","sells companies","Ntimes_f",1,0,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"food","eats caviar","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"food","smokes marijuana","Ntimes_f",5,1.6094379124341,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"clothing","wears a watch","Ntimes_f",780,6.65929391968364,"female"
"entertainment","watches professional football","Ntimes_f",180,5.19295685089021,"female"
"food","eats peanut butter","Ntimes_f",520,6.25382881157547,"female"
"hobby","hikes","Ntimes_f",180,5.19295685089021,"female"
"entertainment","watches space launches","Ntimes_f",10,2.30258509299405,"female"
"entertainment","goes to the movies","Ntimes_f",60,4.0943445622221,"female"
"employment","writes poems","Ntimes_f",20,2.99573227355399,"female"
"clothing","wears socks","Ntimes_f",780,6.65929391968364,"female"
"food","smokes cigarettes","Ntimes_f",1040,6.94697599213542,"female"
"hobby","runs","Ntimes_f",180,5.19295685089021,"female"
"clothing","wears slacks","Ntimes_f",520,6.25382881157547,"female"
"employment","steals cars","Ntimes_f",1,0,"female"
"entertainment","listens to Pandora","Ntimes_f",1040,6.94697599213542,"female"
"food","drinks beer","Ntimes_f",180,5.19295685089021,"female"
"entertainment","listens to live music","Ntimes_f",480,6.17378610390194,"female"
"employment","writes novels","Ntimes_f",2,0.693147180559945,"female"
"food","does cocaine","Ntimes_f",2,0.693147180559945,"female"
"food","drinks coffee","Ntimes_f",1300,7.17011954344963,"female"
"employment","sells things on eBay","Ntimes_f",180,5.19295685089021,"female"
"entertainment","listens to Pandora","Ntimes_f",150,5.01063529409626,"female"
"food","smokes marijuana","Ntimes_f",25,3.2188758248682,"female"
"food","smokes cigarettes","Ntimes_f",26000,10.1658518170036,"female"
"hobby","hikes","Ntimes_f",5,1.6094379124341,"female"
"entertainment","listens to live music","Ntimes_f",15,2.70805020110221,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"employment","writes novels","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears a watch","Ntimes_f",1500,7.3132203870903,"female"
"hobby","plays tennis","Ntimes_f",25,3.2188758248682,"female"
"clothing","wears a bra","Ntimes_f",1800,7.49554194388426,"female"
"employment","writes poems","Ntimes_f",5,1.6094379124341,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"employment","sells companies","Ntimes_f",1,0,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"employment","sells things on eBay","Ntimes_f",1,0,"female"
"hobby","plays the banjo","Ntimes_f",5,1.6094379124341,"female"
"food","does cocaine","Ntimes_f",5,1.6094379124341,"female"
"employment","volunteers for soup kitchens","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",1,0,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"hobby","runs","Ntimes_f",5,1.6094379124341,"female"
"food","drinks beer","Ntimes_f",5,1.6094379124341,"female"
"entertainment","watches professional football","Ntimes_f",25,3.2188758248682,"female"
"clothing","wears socks","Ntimes_f",1820,7.50659178007084,"female"
"employment","steals cars","Ntimes_f",1,0,"female"
"food","eats peanut butter","Ntimes_f",100,4.60517018598809,"female"
"food","drinks coffee","Ntimes_f",1300,7.17011954344963,"female"
"entertainment","goes to the ballet","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears slacks","Ntimes_f",520,6.25382881157547,"female"
"clothing","wears a suit","Ntimes_f",15,2.70805020110221,"female"
"entertainment","goes to the movies","Ntimes_f",15,2.70805020110221,"female"
"clothing","wears a suit","Ntimes_f",10,2.30258509299405,"female"
"entertainment","watches professional football","Ntimes_f",20,2.99573227355399,"female"
"employment","sells things on eBay","Ntimes_f",10,2.30258509299405,"female"
"hobby","runs","Ntimes_f",180,5.19295685089021,"female"
"hobby","plays the banjo","Ntimes_f",10,2.30258509299405,"female"
"employment","sells companies","Ntimes_f",5,1.6094379124341,"female"
"food","does cocaine","Ntimes_f",15,2.70805020110221,"female"
"employment","volunteers for soup kitchens","Ntimes_f",10,2.30258509299405,"female"
"food","smokes marijuana","Ntimes_f",25,3.2188758248682,"female"
"food","eats peanut butter","Ntimes_f",180,5.19295685089021,"female"
"employment","steals chewing gum","Ntimes_f",5,1.6094379124341,"female"
"employment","writes poems","Ntimes_f",25,3.2188758248682,"female"
"entertainment","goes to the movies","Ntimes_f",30,3.40119738166216,"female"
"food","eats caviar","Ntimes_f",5,1.6094379124341,"female"
"hobby","hikes","Ntimes_f",10,2.30258509299405,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"entertainment","listens to live music","Ntimes_f",15,2.70805020110221,"female"
"clothing","wears a watch","Ntimes_f",10,2.30258509299405,"female"
"employment","writes novels","Ntimes_f",10,2.30258509299405,"female"
"employment","volunteers for political campaigns","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears socks","Ntimes_f",1820,7.50659178007084,"female"
"food","drinks coffee","Ntimes_f",1300,7.17011954344963,"female"
"entertainment","listens to Pandora","Ntimes_f",25,3.2188758248682,"female"
"employment","steals cars","Ntimes_f",5,1.6094379124341,"female"
"food","drinks beer","Ntimes_f",40,3.68887945411394,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"hobby","plays tennis","Ntimes_f",240,5.48063892334199,"female"
"food","smokes cigarettes","Ntimes_f",50,3.91202300542815,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears slacks","Ntimes_f",50,3.91202300542815,"female"
"entertainment","goes to the ballet","Ntimes_f",5,1.6094379124341,"female"
"hobby","climbs mountains","Ntimes_f",1,0,"female"
"employment","writes poems","Ntimes_f",10,2.30258509299405,"female"
"food","does cocaine","Ntimes_f",260,5.56068163101553,"female"
"clothing","wears socks","Ntimes_f",780,6.65929391968364,"female"
"employment","sells companies","Ntimes_f",1,0,"female"
"entertainment","goes to the ballet","Ntimes_f",1,0,"female"
"entertainment","watches professional football","Ntimes_f",60,4.0943445622221,"female"
"food","smokes cigarettes","Ntimes_f",1820,7.50659178007084,"female"
"employment","sells things on eBay","Ntimes_f",5,1.6094379124341,"female"
"employment","steals cars","Ntimes_f",1,0,"female"
"entertainment","goes to the movies","Ntimes_f",120,4.78749174278205,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"hobby","hikes","Ntimes_f",5,1.6094379124341,"female"
"food","smokes marijuana","Ntimes_f",180,5.19295685089021,"female"
"clothing","wears a suit","Ntimes_f",1,0,"female"
"entertainment","listens to Pandora","Ntimes_f",780,6.65929391968364,"female"
"food","eats peanut butter","Ntimes_f",120,4.78749174278205,"female"
"entertainment","listens to live music","Ntimes_f",30,3.40119738166216,"female"
"employment","volunteers for soup kitchens","Ntimes_f",1,0,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"entertainment","watches space launches","Ntimes_f",1,0,"female"
"hobby","plays the banjo","Ntimes_f",520,6.25382881157547,"female"
"food","eats caviar","Ntimes_f",20,2.99573227355399,"female"
"hobby","plays tennis","Ntimes_f",520,6.25382881157547,"female"
"food","drinks beer","Ntimes_f",520,6.25382881157547,"female"
"clothing","wears a watch","Ntimes_f",1820,7.50659178007084,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"hobby","runs","Ntimes_f",30,3.40119738166216,"female"
"clothing","wears slacks","Ntimes_f",260,5.56068163101553,"female"
"employment","writes novels","Ntimes_f",5,1.6094379124341,"female"
"food","drinks coffee","Ntimes_f",1820,7.50659178007084,"female"
"entertainment","listens to live music","Ntimes_f",5,1.6094379124341,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"employment","sells companies","Ntimes_f",1,0,"female"
"entertainment","goes to the ballet","Ntimes_f",5,1.6094379124341,"female"
"entertainment","watches professional football","Ntimes_f",25,3.2188758248682,"female"
"employment","writes novels","Ntimes_f",1,0,"female"
"food","smokes cigarettes","Ntimes_f",1300,7.17011954344963,"female"
"hobby","plays the banjo","Ntimes_f",260,5.56068163101553,"female"
"clothing","wears a suit","Ntimes_f",1300,7.17011954344963,"female"
"clothing","wears slacks","Ntimes_f",260,5.56068163101553,"female"
"entertainment","listens to Pandora","Ntimes_f",1300,7.17011954344963,"female"
"food","smokes marijuana","Ntimes_f",260,5.56068163101553,"female"
"food","eats peanut butter","Ntimes_f",520,6.25382881157547,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",10,2.30258509299405,"female"
"employment","sells things on eBay","Ntimes_f",180,5.19295685089021,"female"
"hobby","hikes","Ntimes_f",25,3.2188758248682,"female"
"food","does cocaine","Ntimes_f",260,5.56068163101553,"female"
"employment","writes poems","Ntimes_f",120,4.78749174278205,"female"
"employment","volunteers for soup kitchens","Ntimes_f",780,6.65929391968364,"female"
"entertainment","goes to the movies","Ntimes_f",120,4.78749174278205,"female"
"clothing","wears socks","Ntimes_f",1040,6.94697599213542,"female"
"food","drinks coffee","Ntimes_f",1300,7.17011954344963,"female"
"hobby","runs","Ntimes_f",120,4.78749174278205,"female"
"hobby","plays tennis","Ntimes_f",520,6.25382881157547,"female"
"clothing","wears a watch","Ntimes_f",1820,7.50659178007084,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"food","drinks beer","Ntimes_f",520,6.25382881157547,"female"
"employment","steals cars","Ntimes_f",5,1.6094379124341,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"entertainment","watches space launches","Ntimes_f",2,0.693147180559945,"female"
"hobby","hikes","Ntimes_f",35,3.55534806148941,"female"
"clothing","wears slacks","Ntimes_f",1300,7.17011954344963,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"entertainment","watches professional football","Ntimes_f",120,4.78749174278205,"female"
"hobby","plays the banjo","Ntimes_f",5,1.6094379124341,"female"
"entertainment","listens to live music","Ntimes_f",1,0,"female"
"clothing","wears socks","Ntimes_f",1300,7.17011954344963,"female"
"employment","steals cars","Ntimes_f",1,0,"female"
"entertainment","listens to Pandora","Ntimes_f",520,6.25382881157547,"female"
"hobby","plays tennis","Ntimes_f",50,3.91202300542815,"female"
"employment","volunteers for soup kitchens","Ntimes_f",1,0,"female"
"food","drinks beer","Ntimes_f",260,5.56068163101553,"female"
"employment","sells companies","Ntimes_f",0,0,"female"
"food","smokes cigarettes","Ntimes_f",1,0,"female"
"hobby","climbs mountains","Ntimes_f",1,0,"female"
"employment","writes novels","Ntimes_f",20,2.99573227355399,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"food","eats peanut butter","Ntimes_f",120,4.78749174278205,"female"
"food","drinks coffee","Ntimes_f",1560,7.35244110024358,"female"
"employment","sells things on eBay","Ntimes_f",10,2.30258509299405,"female"
"food","eats caviar","Ntimes_f",1,0,"female"
"employment","volunteers for political campaigns","Ntimes_f",1,0,"female"
"employment","writes poems","Ntimes_f",20,2.99573227355399,"female"
"food","does cocaine","Ntimes_f",1,0,"female"
"entertainment","goes to the movies","Ntimes_f",10,2.30258509299405,"female"
"entertainment","goes to the ballet","Ntimes_f",2,0.693147180559945,"female"
"clothing","wears a watch","Ntimes_f",1560,7.35244110024358,"female"
"clothing","wears a suit","Ntimes_f",1,0,"female"
"food","smokes marijuana","Ntimes_f",260,5.56068163101553,"female"
"hobby","runs","Ntimes_f",1040,6.94697599213542,"female"
"food","smokes cigarettes","Ntimes_f",600,6.39692965521615,"female"
"employment","sells things on eBay","Ntimes_f",60,4.0943445622221,"female"
"hobby","runs","Ntimes_f",100,4.60517018598809,"female"
"food","drinks coffee","Ntimes_f",250,5.52146091786225,"female"
"hobby","hikes","Ntimes_f",10,2.30258509299405,"female"
"hobby","plays tennis","Ntimes_f",5,1.6094379124341,"female"
"entertainment","listens to Pandora","Ntimes_f",250,5.52146091786225,"female"
"employment","writes novels","Ntimes_f",0,0,"female"
"entertainment","watches professional football","Ntimes_f",20,2.99573227355399,"female"
"employment","writes poems","Ntimes_f",5,1.6094379124341,"female"
"employment","sells companies","Ntimes_f",0,0,"female"
"clothing","wears socks","Ntimes_f",1500,7.3132203870903,"female"
"hobby","climbs mountains","Ntimes_f",0,0,"female"
"employment","volunteers for political campaigns","Ntimes_f",0,0,"female"
"food","eats caviar","Ntimes_f",0,0,"female"
"employment","volunteers for soup kitchens","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays the banjo","Ntimes_f",0,0,"female"
"entertainment","goes to the movies","Ntimes_f",10,2.30258509299405,"female"
"employment","steals chewing gum","Ntimes_f",0,0,"female"
"clothing","wears slacks","Ntimes_f",5,1.6094379124341,"female"
"entertainment","watches space launches","Ntimes_f",0,0,"female"
"clothing","wears a bra","Ntimes_f",1600,7.37775890822787,"female"
"food","drinks beer","Ntimes_f",50,3.91202300542815,"female"
"food","eats peanut butter","Ntimes_f",25,3.2188758248682,"female"
"entertainment","goes to the ballet","Ntimes_f",0,0,"female"
"food","smokes marijuana","Ntimes_f",10,2.30258509299405,"female"
"food","does cocaine","Ntimes_f",0,0,"female"
"employment","steals cars","Ntimes_f",0,0,"female"
"entertainment","listens to live music","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears a suit","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears a watch","Ntimes_f",20,2.99573227355399,"female"
"hobby","runs","Ntimes_f",0,0,"female"
"hobby","climbs mountains","Ntimes_f",10,2.30258509299405,"female"
"food","eats peanut butter","Ntimes_f",120,4.78749174278205,"female"
"food","drinks coffee","Ntimes_f",1820,7.50659178007084,"female"
"food","smokes marijuana","Ntimes_f",60,4.0943445622221,"female"
"clothing","wears slacks","Ntimes_f",300,5.7037824746562,"female"
"entertainment","goes to the movies","Ntimes_f",25,3.2188758248682,"female"
"hobby","hikes","Ntimes_f",50,3.91202300542815,"female"
"entertainment","watches professional football","Ntimes_f",25,3.2188758248682,"female"
"food","does cocaine","Ntimes_f",0,0,"female"
"clothing","wears a suit","Ntimes_f",0,0,"female"
"employment","sells companies","Ntimes_f",0,0,"female"
"employment","sells things on eBay","Ntimes_f",60,4.0943445622221,"female"
"employment","steals chewing gum","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears socks","Ntimes_f",1000,6.90775527898214,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"employment","steals cars","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays tennis","Ntimes_f",60,4.0943445622221,"female"
"clothing","wears a bra","Ntimes_f",1820,7.50659178007084,"female"
"food","drinks beer","Ntimes_f",60,4.0943445622221,"female"
"food","smokes cigarettes","Ntimes_f",2600,7.86326672400957,"female"
"employment","volunteers for soup kitchens","Ntimes_f",15,2.70805020110221,"female"
"entertainment","listens to Pandora","Ntimes_f",120,4.78749174278205,"female"
"employment","volunteers for political campaigns","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears a watch","Ntimes_f",50,3.91202300542815,"female"
"entertainment","listens to live music","Ntimes_f",10,2.30258509299405,"female"
"hobby","plays the banjo","Ntimes_f",50,3.91202300542815,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"employment","writes novels","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",5,1.6094379124341,"female"
"employment","writes poems","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays the banjo","Ntimes_f",120,4.78749174278205,"female"
"entertainment","listens to Pandora","Ntimes_f",1500,7.3132203870903,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"entertainment","watches professional football","Ntimes_f",100,4.60517018598809,"female"
"clothing","wears socks","Ntimes_f",1625,7.39326309476384,"female"
"food","eats peanut butter","Ntimes_f",150,5.01063529409626,"female"
"employment","volunteers for political campaigns","Ntimes_f",10,2.30258509299405,"female"
"clothing","wears a watch","Ntimes_f",1800,7.49554194388426,"female"
"clothing","wears slacks","Ntimes_f",1000,6.90775527898214,"female"
"entertainment","listens to live music","Ntimes_f",50,3.91202300542815,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"employment","volunteers for soup kitchens","Ntimes_f",5,1.6094379124341,"female"
"employment","steals chewing gum","Ntimes_f",1,0,"female"
"food","drinks coffee","Ntimes_f",1825,7.50933526601659,"female"
"employment","steals cars","Ntimes_f",1,0,"female"
"food","does cocaine","Ntimes_f",60,4.0943445622221,"female"
"clothing","wears a bra","Ntimes_f",1825,7.50933526601659,"female"
"employment","sells companies","Ntimes_f",5,1.6094379124341,"female"
"food","smokes marijuana","Ntimes_f",1500,7.3132203870903,"female"
"employment","sells things on eBay","Ntimes_f",150,5.01063529409626,"female"
"clothing","wears a suit","Ntimes_f",1000,6.90775527898214,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",5,1.6094379124341,"female"
"employment","writes novels","Ntimes_f",2,0.693147180559945,"female"
"entertainment","goes to the movies","Ntimes_f",30,3.40119738166216,"female"
"employment","writes poems","Ntimes_f",25,3.2188758248682,"female"
"food","smokes cigarettes","Ntimes_f",3000,8.00636756765025,"female"
"hobby","hikes","Ntimes_f",30,3.40119738166216,"female"
"food","drinks beer","Ntimes_f",60,4.0943445622221,"female"
"hobby","runs","Ntimes_f",25,3.2188758248682,"female"
"hobby","plays tennis","Ntimes_f",25,3.2188758248682,"female"
"employment","sells things on eBay","Ntimes_f",30,3.40119738166216,"female"
"employment","volunteers for soup kitchens","Ntimes_f",20,2.99573227355399,"female"
"food","smokes marijuana","Ntimes_f",520,6.25382881157547,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"employment","steals chewing gum","Ntimes_f",5,1.6094379124341,"female"
"food","drinks beer","Ntimes_f",520,6.25382881157547,"female"
"food","eats caviar","Ntimes_f",20,2.99573227355399,"female"
"food","drinks coffee","Ntimes_f",2080,7.64012317269536,"female"
"hobby","hikes","Ntimes_f",25,3.2188758248682,"female"
"entertainment","listens to Pandora","Ntimes_f",1500,7.3132203870903,"female"
"entertainment","goes to the movies","Ntimes_f",300,5.7037824746562,"female"
"clothing","wears slacks","Ntimes_f",750,6.62007320653036,"female"
"clothing","wears a suit","Ntimes_f",50,3.91202300542815,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"entertainment","watches professional football","Ntimes_f",100,4.60517018598809,"female"
"employment","sells companies","Ntimes_f",5,1.6094379124341,"female"
"food","does cocaine","Ntimes_f",100,4.60517018598809,"female"
"clothing","wears a watch","Ntimes_f",1375,7.22620901010067,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays tennis","Ntimes_f",100,4.60517018598809,"female"
"employment","writes novels","Ntimes_f",10,2.30258509299405,"female"
"food","eats peanut butter","Ntimes_f",50,3.91202300542815,"female"
"employment","volunteers for political campaigns","Ntimes_f",40,3.68887945411394,"female"
"hobby","plays the banjo","Ntimes_f",780,6.65929391968364,"female"
"food","smokes cigarettes","Ntimes_f",1300,7.17011954344963,"female"
"clothing","wears socks","Ntimes_f",1300,7.17011954344963,"female"
"entertainment","listens to live music","Ntimes_f",240,5.48063892334199,"female"
"employment","steals cars","Ntimes_f",40,3.68887945411394,"female"
"clothing","wears a bra","Ntimes_f",1300,7.17011954344963,"female"
"hobby","runs","Ntimes_f",1040,6.94697599213542,"female"
"employment","writes poems","Ntimes_f",1300,7.17011954344963,"female"
"employment","sells things on eBay","Ntimes_f",25,3.2188758248682,"female"
"entertainment","watches professional football","Ntimes_f",50,3.91202300542815,"female"
"clothing","wears a watch","Ntimes_f",780,6.65929391968364,"female"
"employment","volunteers for soup kitchens","Ntimes_f",5,1.6094379124341,"female"
"food","drinks coffee","Ntimes_f",1300,7.17011954344963,"female"
"clothing","wears a bra","Ntimes_f",1800,7.49554194388426,"female"
"employment","writes novels","Ntimes_f",5,1.6094379124341,"female"
"food","eats caviar","Ntimes_f",20,2.99573227355399,"female"
"entertainment","listens to live music","Ntimes_f",25,3.2188758248682,"female"
"food","smokes cigarettes","Ntimes_f",26000,10.1658518170036,"female"
"food","drinks beer","Ntimes_f",260,5.56068163101553,"female"
"employment","steals cars","Ntimes_f",5,1.6094379124341,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"employment","writes poems","Ntimes_f",10,2.30258509299405,"female"
"food","eats peanut butter","Ntimes_f",150,5.01063529409626,"female"
"clothing","wears socks","Ntimes_f",875,6.77422388635761,"female"
"employment","volunteers for political campaigns","Ntimes_f",5,1.6094379124341,"female"
"clothing","wears slacks","Ntimes_f",75,4.31748811353631,"female"
"hobby","hikes","Ntimes_f",25,3.2188758248682,"female"
"food","does cocaine","Ntimes_f",75,4.31748811353631,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"hobby","climbs mountains","Ntimes_f",5,1.6094379124341,"female"
"entertainment","goes to the movies","Ntimes_f",25,3.2188758248682,"female"
"employment","steals chewing gum","Ntimes_f",5,1.6094379124341,"female"
"hobby","plays tennis","Ntimes_f",100,4.60517018598809,"female"
"clothing","wears a suit","Ntimes_f",15,2.70805020110221,"female"
"food","smokes marijuana","Ntimes_f",250,5.52146091786225,"female"
"hobby","plays the banjo","Ntimes_f",500,6.21460809842219,"female"
"entertainment","listens to Pandora","Ntimes_f",1000,6.90775527898214,"female"
"employment","sells companies","Ntimes_f",5,1.6094379124341,"female"
"hobby","runs","Ntimes_f",500,6.21460809842219,"female"
"food","eats caviar","Ntimes_f",15,2.70805020110221,"female"
"hobby","runs","Ntimes_f",150,5.01063529409626,"female"
"entertainment","goes to the ballet","Ntimes_f",10,2.30258509299405,"female"
"hobby","plays tennis","Ntimes_f",50,3.91202300542815,"female"
"employment","steals cars","Ntimes_f",10,2.30258509299405,"female"
"employment","writes poems","Ntimes_f",50,3.91202300542815,"female"
"food","does cocaine","Ntimes_f",200,5.29831736654804,"female"
"entertainment","watches space launches","Ntimes_f",5,1.6094379124341,"female"
"hobby","hikes","Ntimes_f",30,3.40119738166216,"female"
"employment","sells things on eBay","Ntimes_f",40,3.68887945411394,"female"
"hobby","climbs mountains","Ntimes_f",40,3.68887945411394,"female"
"clothing","wears a suit","Ntimes_f",25,3.2188758248682,"female"
"employment","steals chewing gum","Ntimes_f",10,2.30258509299405,"female"
"food","smokes marijuana","Ntimes_f",25,3.2188758248682,"female"
"clothing","wears slacks","Ntimes_f",40,3.68887945411394,"female"
"entertainment","listens to live music","Ntimes_f",25,3.2188758248682,"female"
"food","drinks beer","Ntimes_f",50,3.91202300542815,"female"
"food","drinks coffee","Ntimes_f",120,4.78749174278205,"female"
"clothing","wears socks","Ntimes_f",1500,7.3132203870903,"female"
"employment","sells companies","Ntimes_f",10,2.30258509299405,"female"
"entertainment","listens to Pandora","Ntimes_f",150,5.01063529409626,"female"
"food","eats peanut butter","Ntimes_f",50,3.91202300542815,"female"
"clothing","wears a watch","Ntimes_f",30,3.40119738166216,"female"
"food","smokes cigarettes","Ntimes_f",150,5.01063529409626,"female"
"employment","volunteers for political campaigns","Ntimes_f",40,3.68887945411394,"female"
"entertainment","goes to the movies","Ntimes_f",25,3.2188758248682,"female"
"clothing","wears a bra","Ntimes_f",25,3.2188758248682,"female"
"hobby","plays the banjo","Ntimes_f",400,5.99146454710798,"female"
"entertainment","watches professional football","Ntimes_f",30,3.40119738166216,"female"
"employment","writes novels","Ntimes_f",25,3.2188758248682,"female"
"employment","volunteers for soup kitchens","Ntimes_f",25,3.2188758248682,"female"
"employment","writes novels","Ntimes_f",5,1.6094379124341,"female"
"employment","sells things on eBay","Ntimes_f",25,3.2188758248682,"female"
"hobby","runs","Ntimes_f",500,6.21460809842219,"female"
"entertainment","listens to live music","Ntimes_f",10,2.30258509299405,"female"
"clothing","wears a suit","Ntimes_f",150,5.01063529409626,"female"
"employment","writes poems","Ntimes_f",5,1.6094379124341,"female"
"employment","steals chewing gum","Ntimes_f",25,3.2188758248682,"female"
"hobby","plays tennis","Ntimes_f",30,3.40119738166216,"female"
"clothing","wears a watch","Ntimes_f",500,6.21460809842219,"female"
"food","smokes marijuana","Ntimes_f",1250,7.13089883029635,"female"
"hobby","climbs mountains","Ntimes_f",0,0,"female"
